brunch;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50
"[(5,6,""inFor""),(-1,-1,""exit"")]";[1,2,3,4,5,6,7,15,5,6,7,15,5,-1]};[1,2,3,4,5,6,7,15,5,-1]};[1,2,3,4,5,6,7,15,5,6,7,15,5,-1]};[1,2,3,4,5,6,7,15,5,-1]};[1,2,3,4,5,6,7,15,5,-1]};[1,2,3,4,5,6,7,15,5,6,7,15,5,-1]};[1,2,3,4,5,6,7,15,5,-1]};[1,2,3,4,5,6,7,15,5,-1]};[1,2,3,4,5,6,7,15,5,-1]};[1,2,3,4,5,6,7,15,5,6,7,15,5,6,7,8,9,10,14,5,6,7,15,5,-1]};[1,2,3,4,5,6,7,15,5,6,7,15,5,-1]};[1,2,3,4,5,6,7,15,5,-1]};[1,2,3,4,5,6,7,15,5,6,7,15,5,-1]};[1,2,3,4,5,6,7,15,5,-1]};[1,2,3,4,5,6,7,15,5,6,7,15,5,6,7,15,5,-1]};[1,2,3,4,5,6,7,15,5,6,7,15,5,6,7,15,5,6,7,15,5,6,7,8,9,10,14,5,-1]};[1,2,3,4,5,6,7,15,5,-1]};[1,2,3,4,5,6,7,15,5,6,7,15,5,-1]};[1,2,3,4,5,6,7,15,5,-1]};[1,2,3,4,5,6,7,15,5,-1]};[1,2,3,4,5,6,7,15,5,-1]};[1,2,3,4,5,6,7,15,5,-1]};[1,2,3,4,5,6,7,15,5,6,7,15,5,-1]};[1,2,3,4,5,6,7,15,5,6,7,15,5,6,7,15,5,-1]};[1,2,3,4,5,6,7,15,5,-1]};[1,2,3,4,5,6,7,15,5,-1]};[1,2,3,4,5,6,7,15,5,6,7,15,5,6,7,15,5,6,7,15,5,6,7,15,5,-1]};[1,2,3,4,5,6,7,15,5,-1]};[1,2,3,4,5,6,7,15,5,-1]};[1,2,3,4,5,6,7,15,5,-1]};[1,2,3,4,5,6,7,15,5,6,7,15,5,6,7,15,5,-1]};[1,2,3,4,5,6,7,15,5,6,7,15,5,-1]};[1,2,3,4,5,6,7,15,5,-1]};[1,2,3,4,5,6,7,15,5,-1]};[1,2,3,4,5,6,7,15,5,-1]};[1,2,3,4,5,6,7,15,5,-1]};[1,2,3,4,5,6,7,8,9,10,14,5,6,7,15,5,-1]};[1,2,3,4,5,6,7,15,5,6,7,15,5,6,7,15,5,-1]};[1,2,3,4,5,6,7,15,5,6,7,15,5,6,7,15,5,6,7,15,5,-1]};[1,2,3,4,5,6,7,15,5,-1]};[1,2,3,4,5,6,7,15,5,-1]};[1,2,3,4,5,6,7,15,5,6,7,15,5,-1]};[1,2,3,4,5,6,7,15,5,-1]};[1,2,3,4,5,6,7,15,5,6,7,15,5,6,7,15,5,-1]};[1,2,3,4,5,6,7,15,5,-1]};[1,2,3,4,5,6,7,15,5,-1]};[1,2,3,4,5,6,7,15,5,-1]};[1,2,3,4,5,6,7,15,5,-1]};[1,2,3,4,5,6,7,15,5,-1]};[1,2,3,4,5,6,7,15,5,-1]}
generations#;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0
difftime;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;0;1;1;1;1;1;1;1;0;1;0;1;1;1;1;1;1;1;1;1;1;1;2;1;0;1;2;1;1
"[(7,8,""then""),(-1,-1,""exit"")]";[1,2,3,4,5,6,7,8,9,10,11,12,5,-1]};[1,2,3,4,5,6,7,8,9,10,14,5,6,7,15,5,-1]};[1,2,3,4,5,6,7,8,9,10,11,12,5,-1]};[1,2,3,4,5,6,7,8,9,10,14,5,6,7,15,5,-1]};[1,2,3,4,5,6,7,15,5,6,7,8,9,10,11,12,5,-1]};[1,2,3,4,5,6,7,8,9,10,11,12,5,-1]};[1,2,3,4,5,6,7,8,9,10,14,5,6,7,15,5,-1]};[1,2,3,4,5,6,7,8,9,10,11,12,5,-1]};[1,2,3,4,5,6,7,8,9,10,11,12,5,-1]};[1,2,3,4,5,6,7,15,5,6,7,15,5,6,7,8,9,10,14,5,-1]};[1,2,3,4,5,6,7,8,9,10,14,5,6,7,15,5,-1]};[1,2,3,4,5,6,7,15,5,6,7,15,5,6,7,8,9,10,11,12,5,-1]};[1,2,3,4,5,6,7,8,9,10,11,12,5,-1]};[1,2,3,4,5,6,7,8,9,10,14,5,-1]};[1,2,3,4,5,6,7,15,5,6,7,8,9,10,14,5,6,7,15,5,-1]};[1,2,3,4,5,6,7,8,9,10,14,5,-1]};[1,2,3,4,5,6,7,15,5,6,7,15,5,6,7,8,9,10,11,12,5,-1]};[1,2,3,4,5,6,7,8,9,10,14,5,-1]};[1,2,3,4,5,6,7,15,5,6,7,15,5,6,7,8,9,10,14,5,-1]};[1,2,3,4,5,6,7,8,9,10,14,5,6,7,15,5,6,7,15,5,-1]};[1,2,3,4,5,6,7,8,9,10,11,12,5,-1]};[1,2,3,4,5,6,7,15,5,6,7,8,9,10,14,5,-1]};[1,2,3,4,5,6,7,15,5,6,7,15,5,6,7,15,5,6,7,15,5,6,7,15,5,6,7,15,5,-1]};[1,2,3,4,5,6,7,8,9,10,14,5,-1]};[1,2,3,4,5,6,7,8,9,10,11,12,5,-1]};[1,2,3,4,5,6,7,8,9,10,11,12,5,-1]};[1,2,3,4,5,6,7,8,9,10,11,12,5,-1]};[1,2,3,4,5,6,7,15,5,6,7,15,5,6,7,8,9,10,11,12,5,-1]};[1,2,3,4,5,6,7,8,9,10,11,12,5,-1]};[1,2,3,4,5,6,7,8,9,10,14,5,6,7,15,5,-1]};[1,2,3,4,5,6,7,8,9,10,14,5,6,7,15,5,6,7,15,5,-1]};[1,2,3,4,5,6,7,8,9,10,14,5,-1]};[1,2,3,4,5,6,7,8,9,10,11,12,5,-1]};[1,2,3,4,5,6,7,8,9,10,11,12,5,-1]};[1,2,3,4,5,6,7,15,5,6,7,8,9,10,14,5,6,7,15,5,-1]};[1,2,3,4,5,6,7,15,5,6,7,15,5,6,7,15,5,6,7,15,5,6,7,15,5,6,7,8,9,10,11,12,5,-1]};[1,2,3,4,5,6,7,8,9,10,11,12,5,-1]};[1,2,3,4,5,6,7,15,5,6,7,15,5,6,7,8,9,10,14,5,6,7,15,5,-1]};[1,2,3,4,5,6,7,8,9,10,14,5,6,7,15,5,6,7,15,5,-1]};[1,2,3,4,5,6,7,8,9,10,14,5,-1]};[1,2,3,4,5,6,7,8,9,10,11,12,5,-1]};[1,2,3,4,5,6,7,8,9,10,11,12,5,-1]};[1,2,3,4,5,6,7,8,9,10,11,12,5,-1]};[1,2,3,4,5,6,7,8,9,10,11,12,5,-1]};[1,2,3,4,5,6,7,8,9,10,11,12,5,-1]};[1,2,3,4,5,6,7,8,9,10,14,5,-1]};[1,2,3,4,5,6,7,15,5,6,7,15,5,6,7,8,9,10,11,12,5,-1]};[1,2,3,4,5,6,7,8,9,10,14,5,6,7,15,5,-1]};[1,2,3,4,5,6,7,8,9,10,14,5,-1]};[1,2,3,4,5,6,7,8,9,10,11,12,5,-1]}
generations#;21;0;1;8;11;31;33;12;26;39;2;13;5;0;12;0;2;38;4;7;9;23;199;5;60;10;3;7;12;10;12;0;33;7;12;10;48;38;0;0;30;9;8;7;35;0;1;7;10;6
difftime;23;1;2;9;15;33;33;16;32;49;3;13;6;1;13;1;2;36;5;7;11;24;235;7;56;12;4;8;16;12;13;1;37;8;17;8;54;50;1;1;30;12;9;8;38;1;2;9;10;8
"[(7,15,""else""),(-1,-1,""exit"")]";[1,2,3,4,5,6,7,15,5,-1]};[1,2,3,4,5,6,7,15,5,-1]};[1,2,3,4,5,6,7,15,5,-1]};[1,2,3,4,5,6,7,15,5,6,7,15,5,-1]};[1,2,3,4,5,6,7,15,5,6,7,15,5,-1]};[1,2,3,4,5,6,7,15,5,-1]};[1,2,3,4,5,6,7,15,5,-1]};[1,2,3,4,5,6,7,15,5,-1]};[1,2,3,4,5,6,7,15,5,-1]};[1,2,3,4,5,6,7,15,5,-1]};[1,2,3,4,5,6,7,15,5,-1]};[1,2,3,4,5,6,7,15,5,6,7,15,5,-1]};[1,2,3,4,5,6,7,15,5,-1]};[1,2,3,4,5,6,7,15,5,6,7,15,5,-1]};[1,2,3,4,5,6,7,15,5,-1]};[1,2,3,4,5,6,7,15,5,-1]};[1,2,3,4,5,6,7,15,5,6,7,15,5,-1]};[1,2,3,4,5,6,7,15,5,6,7,15,5,-1]};[1,2,3,4,5,6,7,15,5,-1]};[1,2,3,4,5,6,7,15,5,-1]};[1,2,3,4,5,6,7,15,5,-1]};[1,2,3,4,5,6,7,15,5,6,7,15,5,-1]};[1,2,3,4,5,6,7,15,5,-1]};[1,2,3,4,5,6,7,15,5,-1]};[1,2,3,4,5,6,7,15,5,-1]};[1,2,3,4,5,6,7,15,5,-1]};[1,2,3,4,5,6,7,15,5,6,7,15,5,6,7,15,5,-1]};[1,2,3,4,5,6,7,15,5,-1]};[1,2,3,4,5,6,7,15,5,-1]};[1,2,3,4,5,6,7,15,5,6,7,15,5,-1]};[1,2,3,4,5,6,7,15,5,-1]};[1,2,3,4,5,6,7,15,5,6,7,15,5,6,7,15,5,6,7,15,5,-1]};[1,2,3,4,5,6,7,15,5,6,7,15,5,6,7,15,5,-1]};[1,2,3,4,5,6,7,15,5,-1]};[1,2,3,4,5,6,7,15,5,-1]};[1,2,3,4,5,6,7,15,5,6,7,15,5,-1]};[1,2,3,4,5,6,7,15,5,-1]};[1,2,3,4,5,6,7,15,5,-1]};[1,2,3,4,5,6,7,15,5,-1]};[1,2,3,4,5,6,7,15,5,-1]};[1,2,3,4,5,6,7,15,5,6,7,15,5,-1]};[1,2,3,4,5,6,7,15,5,6,7,15,5,-1]};[1,2,3,4,5,6,7,15,5,-1]};[1,2,3,4,5,6,7,15,5,6,7,15,5,6,7,15,5,6,7,15,5,-1]};[1,2,3,4,5,6,7,15,5,6,7,15,5,-1]};[1,2,3,4,5,6,7,15,5,-1]};[1,2,3,4,5,6,7,15,5,-1]};[1,2,3,4,5,6,7,15,5,-1]};[1,2,3,4,5,6,7,15,5,-1]};[1,2,3,4,5,6,7,15,5,6,7,15,5,-1]}
generations#;1;0;0;0;1;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
difftime;2;1;1;1;1;1;1;1;5;0;1;1;1;1;1;1;1;1;0;1;1;1;1;1;2;1;0;1;1;1;1;1;2;1;1;1;1;1;1;1;1;0;1;1;1;1;0;1;0;1
"[(10,11,""then""),(-1,-1,""exit"")]";[1,2,3,4,5,6,7,8,9,10,11,12,5,-1]};[1,2,3,4,5,6,7,8,9,10,11,12,5,-1]};[1,2,3,4,5,6,7,15,5,6,7,15,5,6,7,8,9,10,11,12,5,-1]};[1,2,3,4,5,6,7,8,9,10,11,12,5,-1]};[1,2,3,4,5,6,7,15,5,6,7,15,5,6,7,8,9,10,11,12,5,-1]};[1,2,3,4,5,6,7,8,9,10,11,12,5,-1]};[1,2,3,4,5,6,7,8,9,10,11,12,5,-1]};[1,2,3,4,5,6,7,8,9,10,11,12,5,-1]};[1,2,3,4,5,6,7,8,9,10,11,12,5,-1]};[1,2,3,4,5,6,7,8,9,10,11,12,5,-1]};[1,2,3,4,5,6,7,8,9,10,11,12,5,-1]};[1,2,3,4,5,6,7,8,9,10,11,12,5,-1]};[1,2,3,4,5,6,7,8,9,10,11,12,5,-1]};[1,2,3,4,5,6,7,8,9,10,11,12,5,-1]};[1,2,3,4,5,6,7,8,9,10,11,12,5,-1]};[1,2,3,4,5,6,7,8,9,10,11,12,5,-1]};[1,2,3,4,5,6,7,8,9,10,11,12,5,-1]};[1,2,3,4,5,6,7,8,9,10,11,12,5,-1]};[1,2,3,4,5,6,7,8,9,10,11,12,5,-1]};[1,2,3,4,5,6,7,8,9,10,11,12,5,-1]};[1,2,3,4,5,6,7,8,9,10,11,12,5,-1]};[1,2,3,4,5,6,7,8,9,10,11,12,5,-1]};[1,2,3,4,5,6,7,8,9,10,11,12,5,-1]};[1,2,3,4,5,6,7,8,9,10,11,12,5,-1]};[1,2,3,4,5,6,7,8,9,10,11,12,5,-1]};[1,2,3,4,5,6,7,8,9,10,11,12,5,-1]};[1,2,3,4,5,6,7,8,9,10,11,12,5,-1]};[1,2,3,4,5,6,7,8,9,10,11,12,5,-1]};[1,2,3,4,5,6,7,8,9,10,11,12,5,-1]};[1,2,3,4,5,6,7,8,9,10,11,12,5,-1]};[1,2,3,4,5,6,7,8,9,10,11,12,5,-1]};[1,2,3,4,5,6,7,8,9,10,11,12,5,-1]};[1,2,3,4,5,6,7,15,5,6,7,8,9,10,11,12,5,-1]};[1,2,3,4,5,6,7,8,9,10,11,12,5,-1]};[1,2,3,4,5,6,7,8,9,10,11,12,5,-1]};[1,2,3,4,5,6,7,8,9,10,11,12,5,-1]};[1,2,3,4,5,6,7,8,9,10,11,12,5,-1]};[1,2,3,4,5,6,7,8,9,10,11,12,5,-1]};[1,2,3,4,5,6,7,8,9,10,11,12,5,-1]};[1,2,3,4,5,6,7,8,9,10,11,12,5,-1]};[1,2,3,4,5,6,7,8,9,10,11,12,5,-1]};[1,2,3,4,5,6,7,8,9,10,11,12,5,-1]};[1,2,3,4,5,6,7,15,5,6,7,15,5,6,7,15,5,6,7,8,9,10,11,12,5,-1]};[1,2,3,4,5,6,7,8,9,10,11,12,5,-1]};[1,2,3,4,5,6,7,8,9,10,11,12,5,-1]};[1,2,3,4,5,6,7,8,9,10,11,12,5,-1]};[1,2,3,4,5,6,7,8,9,10,11,12,5,-1]};[1,2,3,4,5,6,7,15,5,6,7,15,5,6,7,15,5,6,7,15,5,6,7,8,9,10,11,12,5,-1]};[1,2,3,4,5,6,7,15,5,6,7,8,9,10,11,12,5,-1]};[1,2,3,4,5,6,7,8,9,10,11,12,5,-1]}
