brunch;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50
"[(3,4,""inFor""),(-1,-1,""exit"")]";[1,2,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,-1]};[1,2,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,-1]};[1,2,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,-1]};[1,2,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,-1]};[1,2,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,-1]};[1,2,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,-1]};[1,2,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,-1]};[1,2,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,-1]};[1,2,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,-1]};[1,2,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,-1]};[1,2,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,-1]};[1,2,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,-1]};[1,2,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,-1]};[1,2,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,-1]};[1,2,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,-1]};[1,2,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,-1]};[1,2,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,-1]};[1,2,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,-1]};[1,2,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,-1]};[1,2,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,-1]};[1,2,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,-1]};[1,2,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,-1]};[1,2,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,-1]};[1,2,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,-1]};[1,2,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,-1]};[1,2,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,-1]};[1,2,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,-1]};[1,2,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,-1]};[1,2,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,-1]};[1,2,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,-1]};[1,2,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,-1]};[1,2,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,-1]};[1,2,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,-1]};[1,2,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,-1]};[1,2,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,-1]};[1,2,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,-1]};[1,2,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,-1]};[1,2,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,-1]};[1,2,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,-1]};[1,2,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,-1]};[1,2,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,-1]};[1,2,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,-1]};[1,2,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,-1]};[1,2,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,-1]};[1,2,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,-1]};[1,2,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,-1]};[1,2,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,-1]};[1,2,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,-1]};[1,2,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,-1]};[1,2,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,-1]}
generations#;9;5;1;1;1;25;2;3;4;18;1;1;6;1;1;109;1;1;7;2;14;4;2;1;2;12;5;1;1;5;1;12;15;8;1;25;11;1;5;47;1;7;1;2;7;12;4;1;3;1
difftime;8;5;1;2;1;20;3;5;4;15;2;2;5;2;1;86;1;2;6;2;12;3;4;2;2;10;4;1;1;4;2;10;13;9;2;22;12;2;3;38;1;7;1;2;7;11;4;1;3;2
"[(5,6,""then""),(-1,-1,""exit"")]";[1,2,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,-1]};[1,2,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,-1]};[1,2,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,-1]};[1,2,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,-1]};[1,2,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,-1]};[1,2,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,-1]};[1,2,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,-1]};[1,2,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,-1]};[1,2,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,-1]};[1,2,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,-1]};[1,2,3,4,5,6,7,8,9,10,11,12,13,3,4,5,15,3,-1]};[1,2,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,-1]};[1,2,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,-1]};[1,2,3,4,5,6,7,8,9,10,11,12,13,3,4,5,15,3,-1]};[1,2,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,-1]};[1,2,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,-1]};[1,2,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,-1]};[1,2,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,-1]};[1,2,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,-1]};[1,2,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,-1]};[1,2,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,-1]};[1,2,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,-1]};[1,2,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,-1]};[1,2,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,-1]};[1,2,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,-1]};[1,2,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,-1]};[1,2,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,-1]};[1,2,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,-1]};[1,2,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,-1]};[1,2,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,-1]};[1,2,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,-1]};[1,2,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,-1]};[1,2,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,-1]};[1,2,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,-1]};[1,2,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,-1]};[1,2,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,-1]};[1,2,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,-1]};[1,2,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,-1]};[1,2,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,-1]};[1,2,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,-1]};[1,2,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,-1]};[1,2,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,-1]};[1,2,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,-1]};[1,2,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,-1]};[1,2,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,-1]};[1,2,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,-1]};[1,2,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,-1]};[1,2,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,-1]};[1,2,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,-1]};[1,2,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,-1]}
generations#;1;50;9;7;5;2;28;32;2;20;2;1;1;22;37;48;97;1;9;1;13;32;18;8;2;1;19;3;9;15;1;10;28;17;3;2;19;15;2;2;3;38;9;1;2;15;3;3;4;1
difftime;1;39;8;6;4;2;22;26;2;18;2;1;2;17;29;37;78;2;8;1;10;24;15;7;2;2;15;4;8;13;2;9;25;14;3;3;17;13;2;2;4;32;9;2;2;12;3;3;4;2
"[(5,15,""else""),(-1,-1,""exit"")]";[1,2,3,4,5,6,7,8,9,10,11,12,13,3,4,5,15,3,-1]};[1,2,3,4,5,6,7,8,9,10,11,12,13,3,4,5,15,3,-1]};[1,2,3,4,5,6,7,8,9,10,11,12,13,3,4,5,15,3,-1]};[1,2,3,4,5,6,7,8,9,10,11,12,13,3,4,5,15,3,-1]};[1,2,3,4,5,6,7,8,9,10,11,12,13,3,4,5,15,3,-1]};[1,2,3,4,5,6,7,8,9,10,11,12,13,3,4,5,15,3,-1]};[1,2,3,4,5,6,7,8,9,10,11,12,13,3,4,5,15,3,-1]};[1,2,3,4,5,6,7,8,9,10,11,12,13,3,4,5,15,3,-1]};[1,2,3,4,5,6,7,8,9,10,11,12,13,3,4,5,15,3,-1]};[1,2,3,4,5,6,7,8,9,10,11,12,13,3,4,5,15,3,-1]};[1,2,3,4,5,6,7,8,9,10,11,12,13,3,4,5,15,3,-1]};[1,2,3,4,5,6,7,8,9,10,11,12,13,3,4,5,15,3,-1]};[1,2,3,4,5,6,7,8,9,10,11,12,13,3,4,5,15,3,-1]};[1,2,3,4,5,6,7,8,9,10,11,12,13,3,4,5,15,3,-1]};[1,2,3,4,5,6,7,8,9,10,11,12,13,3,4,5,15,3,-1]};[1,2,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,-1]};[1,2,3,4,5,6,7,8,9,10,11,12,13,3,4,5,15,3,-1]};[1,2,3,4,5,6,7,8,9,10,11,12,13,3,4,5,15,3,-1]};[1,2,3,4,5,6,7,8,9,10,11,12,13,3,4,5,15,3,-1]};[1,2,3,4,5,6,7,8,9,10,11,12,13,3,4,5,15,3,-1]};[1,2,3,4,5,6,7,8,9,10,11,12,13,3,4,5,15,3,-1]};[1,2,3,4,5,6,7,8,9,10,11,12,13,3,4,5,15,3,-1]};[1,2,3,4,5,6,7,8,9,10,11,12,13,3,4,5,15,3,-1]};[1,2,3,4,5,6,7,8,9,10,11,12,13,3,4,5,15,3,-1]};[1,2,3,4,5,6,7,8,9,10,11,12,13,3,4,5,15,3,-1]};[1,2,3,4,5,6,7,8,9,10,11,12,13,3,4,5,15,3,-1]};[1,2,3,4,5,6,7,8,9,10,11,12,13,3,4,5,15,3,-1]};[1,2,3,4,5,6,7,8,9,10,11,12,13,3,4,5,15,3,-1]};[1,2,3,4,5,6,7,8,9,10,11,12,13,3,4,5,15,3,-1]};[1,2,3,4,5,6,7,8,9,10,11,12,13,3,4,5,15,3,-1]};[1,2,3,4,5,6,7,8,9,10,11,12,13,3,4,5,15,3,-1]};[1,2,3,4,5,6,7,8,9,10,11,12,13,3,4,5,15,3,-1]};[1,2,3,4,5,6,7,8,9,10,11,12,13,3,4,5,15,3,-1]};[1,2,3,4,5,6,7,8,9,10,11,12,13,3,4,5,15,3,-1]};[1,2,3,4,5,6,7,8,9,10,11,12,13,3,4,5,15,3,-1]};[1,2,3,4,5,6,7,8,9,10,11,12,13,3,4,5,15,3,-1]};[1,2,3,4,5,6,7,8,9,10,11,12,13,3,4,5,15,3,-1]};[1,2,3,4,5,6,7,8,9,10,11,12,13,3,4,5,15,3,-1]};[1,2,3,4,5,6,7,8,9,10,11,12,13,3,4,5,15,3,-1]};[1,2,3,4,5,6,7,8,9,10,11,12,13,3,4,5,15,3,-1]};[1,2,3,4,5,6,7,8,9,10,11,12,13,3,4,5,15,3,-1]};[1,2,3,4,5,6,7,8,9,10,11,12,13,3,4,5,15,3,-1]};[1,2,3,4,5,6,7,8,9,10,11,12,13,3,4,5,15,3,-1]};[1,2,3,4,5,6,7,8,9,10,11,12,13,3,4,5,15,3,-1]};[1,2,3,4,5,6,7,8,9,10,11,12,13,3,4,5,15,3,-1]};[1,2,3,4,5,6,7,8,9,10,11,12,13,3,4,5,15,3,-1]};[1,2,3,4,5,6,7,8,9,10,11,12,13,3,4,5,15,3,-1]};[1,2,3,4,5,6,7,8,9,10,11,12,13,3,4,5,15,3,-1]};[1,2,3,4,5,6,7,8,9,10,11,12,13,3,4,5,15,3,-1]};[1,2,3,4,5,6,7,8,9,10,11,12,13,3,4,5,15,3,-1]}
generations#;12;42;13;10;12;4;24;16;71;19;48;31;11;22;21;199;11;10;22;4;37;18;31;28;28;33;17;10;27;11;13;79;6;19;15;21;13;19;31;11;24;18;28;38;31;17;32;34;5;26
difftime;13;49;11;9;8;4;25;17;67;18;65;31;12;23;23;254;11;10;18;4;38;15;34;22;30;39;18;9;29;12;15;95;5;18;15;23;14;19;29;10;27;21;31;36;34;17;31;36;6;24
"[(9,10,""then""),(-1,-1,""exit"")]";[1,2,3,4,5,6,7,8,9,10,11,12,13,3,4,5,15,3,-1]};[1,2,3,4,5,6,7,8,9,10,11,12,13,3,4,5,15,3,-1]};[1,2,3,4,5,6,7,8,9,10,11,12,13,3,4,5,15,3,-1]};[1,2,3,4,5,6,7,8,9,10,11,12,13,3,4,5,15,3,-1]};[1,2,3,4,5,6,7,8,9,10,11,12,13,3,4,5,15,3,-1]};[1,2,3,4,5,6,7,8,9,10,11,12,13,3,4,5,15,3,-1]};[1,2,3,4,5,6,7,8,9,10,11,12,13,3,4,5,15,3,-1]};[1,2,3,4,5,6,7,8,9,10,11,12,13,3,4,5,15,3,-1]};[1,2,3,4,5,6,7,8,9,10,11,12,13,3,4,5,15,3,-1]};[1,2,3,4,5,6,7,8,9,10,11,12,13,3,4,5,15,3,-1]};[1,2,3,4,5,6,7,8,9,10,11,12,13,3,4,5,15,3,-1]};[1,2,3,4,5,6,7,8,9,10,11,12,13,3,4,5,15,3,-1]};[1,2,3,4,5,6,7,8,9,10,11,12,13,3,4,5,15,3,-1]};[1,2,3,4,5,6,7,8,9,10,11,12,13,3,4,5,15,3,-1]};[1,2,3,4,5,6,7,8,9,10,11,12,13,3,4,5,15,3,-1]};[1,2,3,4,5,6,7,8,9,10,11,12,13,3,4,5,15,3,-1]};[1,2,3,4,5,6,7,8,9,10,11,12,13,3,4,5,15,3,-1]};[1,2,3,4,5,6,7,8,9,10,11,12,13,3,4,5,15,3,-1]};[1,2,3,4,5,6,7,8,9,10,11,12,13,3,4,5,15,3,-1]};[1,2,3,4,5,6,7,8,9,10,11,12,13,3,4,5,15,3,-1]};[1,2,3,4,5,6,7,8,9,10,11,12,13,3,4,5,15,3,-1]};[1,2,3,4,5,6,7,8,9,10,11,12,13,3,4,5,15,3,-1]};[1,2,3,4,5,6,7,8,9,10,11,12,13,3,4,5,15,3,-1]};[1,2,3,4,5,6,7,8,9,10,11,12,13,3,4,5,15,3,-1]};[1,2,3,4,5,6,7,8,9,10,11,12,13,3,4,5,15,3,-1]};[1,2,3,4,5,6,7,8,9,10,11,12,13,3,4,5,15,3,-1]};[1,2,3,4,5,6,7,8,9,10,11,12,13,3,4,5,15,3,-1]};[1,2,3,4,5,6,7,8,9,10,11,12,13,3,4,5,15,3,-1]};[1,2,3,4,5,6,7,8,9,10,11,12,13,3,4,5,15,3,-1]};[1,2,3,4,5,6,7,8,9,10,11,12,13,3,4,5,15,3,-1]};[1,2,3,4,5,6,7,8,9,10,11,12,13,3,4,5,15,3,-1]};[1,2,3,4,5,6,7,8,9,10,11,12,13,3,4,5,15,3,-1]};[1,2,3,4,5,6,7,8,9,10,11,12,13,3,4,5,15,3,-1]};[1,2,3,4,5,6,7,8,9,10,11,12,13,3,4,5,15,3,-1]};[1,2,3,4,5,6,7,8,9,10,11,12,13,3,4,5,15,3,-1]};[1,2,3,4,5,6,7,8,9,10,11,12,13,3,4,5,15,3,-1]};[1,2,3,4,5,6,7,8,9,10,11,12,13,3,4,5,15,3,-1]};[1,2,3,4,5,6,7,8,9,10,11,12,13,3,4,5,15,3,-1]};[1,2,3,4,5,6,7,8,9,10,11,12,13,3,4,5,15,3,-1]};[1,2,3,4,5,6,7,8,9,10,11,12,13,3,4,5,15,3,-1]};[1,2,3,4,5,6,7,8,9,10,11,12,13,3,4,5,15,3,-1]};[1,2,3,4,5,6,7,8,9,10,11,12,13,3,4,5,15,3,-1]};[1,2,3,4,5,6,7,8,9,10,11,12,13,3,4,5,15,3,-1]};[1,2,3,4,5,6,7,8,9,10,11,12,13,3,4,5,15,3,-1]};[1,2,3,4,5,6,7,8,9,10,11,12,13,3,4,5,15,3,-1]};[1,2,3,4,5,6,7,8,9,10,11,12,13,3,4,5,15,3,-1]};[1,2,3,4,5,6,7,8,9,10,11,12,13,3,4,5,15,3,-1]};[1,2,3,4,5,6,7,8,9,10,11,12,13,3,4,5,15,3,-1]};[1,2,3,4,5,6,7,8,9,10,11,12,13,3,4,5,15,3,-1]};[1,2,3,4,5,6,7,8,9,10,11,12,13,3,4,5,15,3,-1]}
