brunch;1;2;3;4;5;6;7;8;9;10
"(2,3,""inFor"")";(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0)
generations#;32;17;13;10;20;25;17;10;16;16
difftime;38;23;16;12;25;31;20;12;18;17
"(4,5,""inFor"")";(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0)
generations#;16;12;9;27;20;13;23;22;44;18
difftime;20;15;11;32;24;13;29;24;55;22
