brunch;1;2;3;4;5;6;7;8;9;10
"(5,6,""then"")";(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0)
generations#;0;0;0;0;0;0;0;0;0;0
difftime;1;1;1;1;0;1;1;0;1;1
"(5,8,""else"")";(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0)
generations#;0;19;0;0;0;0;0;0;0;0
difftime;1;12;1;0;1;0;1;1;0;1
"(10,11,""then"")";(1.4950980392156863,0.0,0);(1.4950980392156863,0.0,0);(1.4950980392156863,0.0,0);(1.4950980392156863,0.0,0);(1.4950980392156863,0.0,0);(1.4950980392156863,0.0,0);(1.4950980392156863,0.0,0);(1.4950980392156863,0.0,0);(1.4950980392156863,0.0,0);(1.4950980392156863,0.0,0)
generations#;199;199;199;199;199;199;199;199;199;199
difftime;145;149;157;157;146;156;144;142;145;150
"(10,13,""else"")";(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0)
generations#;0;0;0;0;0;0;0;0;0;0
difftime;1;1;1;1;1;1;1;1;1;1
