brunch;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20
"(2,3,""inFor"")";(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0)
generations#;16;18;15;11;31;26;15;38;16;39;20;42;84;18;18;47;38;15;15;31
difftime;25;26;20;16;45;36;22;58;24;60;27;63;130;26;25;72;55;21;20;45
"(4,5,""inFor"")";(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0)
generations#;18;18;16;19;44;37;62;44;102;34;22;25;11;21;16;38;28;23;37;23
difftime;24;26;24;27;70;54;87;69;160;50;31;36;15;31;24;57;38;32;55;33
