brunch;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50
"[(5,6,""inFor""),(-1,-1,""exit"")]";[1,2,3,4,5,6,7,15,5,-1]};[1,2,3,4,5,6,7,15,5,-1]};[1,2,3,4,5,6,7,15,5,-1]};[1,2,3,4,5,6,7,15,5,6,7,15,5,-1]};[1,2,3,4,5,6,7,15,5,-1]};[1,2,3,4,5,6,7,15,5,-1]};[1,2,3,4,5,6,7,15,5,-1]};[1,2,3,4,5,6,7,15,5,6,7,15,5,6,7,15,5,6,7,15,5,6,7,15,5,-1]};[1,2,3,4,5,6,7,15,5,-1]};[1,2,3,4,5,6,7,15,5,6,7,15,5,6,7,15,5,-1]};[1,2,3,4,5,6,7,15,5,-1]};[1,2,3,4,5,6,7,15,5,6,7,15,5,6,7,15,5,-1]};[1,2,3,4,5,6,7,15,5,-1]};[1,2,3,4,5,6,7,15,5,-1]};[1,2,3,4,5,6,7,15,5,6,7,15,5,-1]};[1,2,3,4,5,6,7,15,5,-1]};[1,2,3,4,5,6,7,15,5,-1]};[1,2,3,4,5,6,7,15,5,6,7,15,5,-1]};[1,2,3,4,5,6,7,15,5,6,7,15,5,-1]};[1,2,3,4,5,6,7,15,5,-1]};[1,2,3,4,5,6,7,15,5,-1]};[1,2,3,4,5,6,7,15,5,-1]};[1,2,3,4,5,6,7,15,5,-1]};[1,2,3,4,5,6,7,15,5,6,7,15,5,6,7,15,5,-1]};[1,2,3,4,5,6,7,15,5,-1]};[1,2,3,4,5,6,7,15,5,-1]};[1,2,3,4,5,6,7,15,5,-1]};[1,2,3,4,5,6,7,15,5,-1]};[1,2,3,4,5,6,7,15,5,-1]};[1,2,3,4,5,6,7,15,5,-1]};[1,2,3,4,5,6,7,15,5,6,7,15,5,-1]};[1,2,3,4,5,6,7,15,5,-1]};[1,2,3,4,5,6,7,15,5,-1]};[1,2,3,4,5,6,7,15,5,-1]};[1,2,3,4,5,6,7,15,5,6,7,15,5,-1]};[1,2,3,4,5,6,7,15,5,6,7,15,5,6,7,15,5,-1]};[1,2,3,4,5,6,7,15,5,6,7,15,5,-1]};[1,2,3,4,5,6,7,15,5,6,7,15,5,-1]};[1,2,3,4,5,6,7,15,5,6,7,15,5,-1]};[1,2,3,4,5,6,7,15,5,-1]};[1,2,3,4,5,6,7,15,5,-1]};[1,2,3,4,5,6,7,15,5,-1]};[1,2,3,4,5,6,7,15,5,-1]};[1,2,3,4,5,6,7,15,5,6,7,15,5,-1]};[1,2,3,4,5,6,7,15,5,6,7,15,5,-1]};[1,2,3,4,5,6,7,15,5,-1]};[1,2,3,4,5,6,7,15,5,6,7,15,5,-1]};[1,2,3,4,5,6,7,15,5,-1]};[1,2,3,4,5,6,7,15,5,6,7,15,5,-1]};[1,2,3,4,5,6,7,15,5,6,7,15,5,6,7,15,5,6,7,15,5,-1]}
generations#;0;0;0;2;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
difftime;1;1;1;3;1;1;0;1;0;2;1;1;1;1;0;1;0;1;1;1;1;1;1;1;1;0;1;1;1;1;2;1;1;1;1;1;0;1;1;0;1;0;1;1;1;1;0;1;1;0
"[(7,8,""then""),(-1,-1,""exit"")]";[1,2,3,4,5,6,7,15,5,6,7,8,9,10,14,5,-1]};[1,2,3,4,5,6,7,15,5,6,7,15,5,6,7,15,5,6,7,15,5,6,7,15,5,6,7,15,5,6,7,15,5,6,7,15,5,6,7,15,5,6,7,15,5,6,7,15,5,-1]};[1,2,3,4,5,6,7,8,9,10,14,5,-1]};[1,2,3,4,5,6,7,8,9,10,11,12,5,-1]};[1,2,3,4,5,6,7,15,5,6,7,15,5,6,7,15,5,6,7,15,5,6,7,15,5,6,7,15,5,6,7,15,5,6,7,15,5,6,7,15,5,6,7,15,5,-1]};[1,2,3,4,5,6,7,8,9,10,11,12,5,-1]};[1,2,3,4,5,6,7,8,9,10,11,12,5,-1]};[1,2,3,4,5,6,7,8,9,10,14,5,6,7,15,5,6,7,15,5,-1]};[1,2,3,4,5,6,7,8,9,10,11,12,5,-1]};[1,2,3,4,5,6,7,15,5,6,7,15,5,6,7,15,5,6,7,15,5,6,7,15,5,6,7,15,5,6,7,15,5,6,7,15,5,6,7,15,5,6,7,15,5,6,7,15,5,6,7,15,5,6,7,15,5,6,7,15,5,6,7,15,5,6,7,15,5,6,7,15,5,6,7,15,5,6,7,15,5,6,7,15,5,6,7,15,5,6,7,15,5,6,7,15,5,6,7,15,5,6,7,15,5,6,7,15,5,6,7,15,5,6,7,15,5,6,7,15,5,6,7,15,5,6,7,15,5,6,7,15,5,6,7,15,5,6,7,15,5,6,7,15,5,6,7,15,5,6,7,15,5,6,7,15,5,6,7,15,5,6,7,15,5,6,7,15,5,6,7,15,5,6,7,15,5,6,7,15,5,6,7,15,5,-1]};[1,2,3,4,5,6,7,15,5,6,7,8,9,10,11,12,5,-1]};[1,2,3,4,5,6,7,8,9,10,14,5,-1]};[1,2,3,4,5,6,7,15,5,6,7,15,5,6,7,15,5,-1]};[1,2,3,4,5,6,7,15,5,6,7,8,9,10,14,5,-1]};[1,2,3,4,5,6,7,8,9,10,11,12,5,-1]};[1,2,3,4,5,6,7,8,9,10,14,5,6,7,15,5,-1]};[1,2,3,4,5,6,7,15,5,6,7,15,5,6,7,8,9,10,14,5,6,7,15,5,-1]};[1,2,3,4,5,6,7,8,9,10,14,5,-1]};[1,2,3,4,5,6,7,8,9,10,14,5,6,7,15,5,6,7,15,5,6,7,15,5,6,7,15,5,-1]};[1,2,3,4,5,6,7,15,5,6,7,8,9,10,11,12,5,-1]};[1,2,3,4,5,6,7,15,5,6,7,15,5,6,7,15,5,6,7,15,5,6,7,15,5,6,7,15,5,6,7,15,5,6,7,15,5,-1]};[1,2,3,4,5,6,7,8,9,10,14,5,6,7,15,5,-1]};[1,2,3,4,5,6,7,8,9,10,11,12,5,-1]};[1,2,3,4,5,6,7,15,5,-1]};[1,2,3,4,5,6,7,8,9,10,11,12,5,-1]};[1,2,3,4,5,6,7,8,9,10,11,12,5,-1]};[1,2,3,4,5,6,7,8,9,10,14,5,6,7,15,5,6,7,15,5,6,7,15,5,6,7,15,5,6,7,15,5,-1]};[1,2,3,4,5,6,7,15,5,6,7,8,9,10,11,12,5,-1]};[1,2,3,4,5,6,7,8,9,10,14,5,-1]};[1,2,3,4,5,6,7,8,9,10,11,12,5,-1]};[1,2,3,4,5,6,7,8,9,10,14,5,6,7,15,5,6,7,15,5,6,7,15,5,6,7,15,5,-1]};[1,2,3,4,5,6,7,15,5,6,7,15,5,6,7,15,5,6,7,8,9,10,14,5,-1]};[1,2,3,4,5,6,7,8,9,10,11,12,5,-1]};[1,2,3,4,5,6,7,8,9,10,14,5,-1]};[1,2,3,4,5,6,7,8,9,10,11,12,5,-1]};[1,2,3,4,5,6,7,8,9,10,14,5,-1]};[1,2,3,4,5,6,7,8,9,10,11,12,5,-1]};[1,2,3,4,5,6,7,15,5,6,7,15,5,6,7,15,5,-1]};[1,2,3,4,5,6,7,8,9,10,14,5,6,7,15,5,-1]};[1,2,3,4,5,6,7,8,9,10,11,12,5,-1]};[1,2,3,4,5,6,7,15,5,6,7,15,5,6,7,15,5,6,7,8,9,10,14,5,-1]};[1,2,3,4,5,6,7,8,9,10,11,12,5,-1]};[1,2,3,4,5,6,7,8,9,10,14,5,-1]};[1,2,3,4,5,6,7,8,9,10,14,5,-1]};[1,2,3,4,5,6,7,8,9,10,14,5,-1]};[1,2,3,4,5,6,7,8,9,10,14,5,6,7,15,5,-1]};[1,2,3,4,5,6,7,15,5,6,7,15,5,6,7,15,5,6,7,8,9,10,14,5,-1]};[1,2,3,4,5,6,7,8,9,10,11,12,5,-1]};[1,2,3,4,5,6,7,8,9,10,14,5,-1]};[1,2,3,4,5,6,7,15,5,6,7,8,9,10,11,12,5,-1]}
generations#;7;199;7;6;199;7;7;27;36;199;18;5;199;5;7;1;0;100;54;8;199;83;7;199;6;10;67;10;0;3;0;6;7;15;5;1;4;199;25;15;0;43;4;2;2;0;5;5;6;8
difftime;8;225;6;6;198;8;8;25;35;195;16;5;188;6;7;2;1;94;51;8;195;78;7;201;6;10;65;10;0;4;0;6;7;14;6;2;5;192;23;16;1;42;4;3;2;0;6;5;6;8
"[(7,15,""else""),(-1,-1,""exit"")]";[1,2,3,4,5,6,7,15,5,-1]};[1,2,3,4,5,6,7,15,5,-1]};[1,2,3,4,5,6,7,15,5,-1]};[1,2,3,4,5,6,7,15,5,-1]};[1,2,3,4,5,6,7,15,5,-1]};[1,2,3,4,5,6,7,15,5,-1]};[1,2,3,4,5,6,7,15,5,-1]};[1,2,3,4,5,6,7,15,5,-1]};[1,2,3,4,5,6,7,15,5,-1]};[1,2,3,4,5,6,7,15,5,6,7,15,5,-1]};[1,2,3,4,5,6,7,15,5,6,7,15,5,-1]};[1,2,3,4,5,6,7,15,5,-1]};[1,2,3,4,5,6,7,15,5,6,7,15,5,-1]};[1,2,3,4,5,6,7,15,5,-1]};[1,2,3,4,5,6,7,15,5,-1]};[1,2,3,4,5,6,7,15,5,6,7,15,5,-1]};[1,2,3,4,5,6,7,15,5,6,7,15,5,-1]};[1,2,3,4,5,6,7,15,5,6,7,15,5,6,7,15,5,-1]};[1,2,3,4,5,6,7,15,5,-1]};[1,2,3,4,5,6,7,15,5,6,7,15,5,-1]};[1,2,3,4,5,6,7,15,5,-1]};[1,2,3,4,5,6,7,15,5,6,7,15,5,-1]};[1,2,3,4,5,6,7,15,5,-1]};[1,2,3,4,5,6,7,15,5,-1]};[1,2,3,4,5,6,7,15,5,6,7,15,5,-1]};[1,2,3,4,5,6,7,15,5,-1]};[1,2,3,4,5,6,7,15,5,6,7,15,5,-1]};[1,2,3,4,5,6,7,15,5,-1]};[1,2,3,4,5,6,7,15,5,-1]};[1,2,3,4,5,6,7,15,5,-1]};[1,2,3,4,5,6,7,15,5,6,7,15,5,-1]};[1,2,3,4,5,6,7,15,5,-1]};[1,2,3,4,5,6,7,15,5,-1]};[1,2,3,4,5,6,7,15,5,-1]};[1,2,3,4,5,6,7,15,5,6,7,15,5,6,7,15,5,-1]};[1,2,3,4,5,6,7,15,5,-1]};[1,2,3,4,5,6,7,15,5,6,7,15,5,6,7,15,5,6,7,15,5,-1]};[1,2,3,4,5,6,7,15,5,6,7,15,5,6,7,15,5,-1]};[1,2,3,4,5,6,7,15,5,6,7,15,5,-1]};[1,2,3,4,5,6,7,15,5,6,7,15,5,-1]};[1,2,3,4,5,6,7,15,5,6,7,15,5,-1]};[1,2,3,4,5,6,7,15,5,6,7,15,5,-1]};[1,2,3,4,5,6,7,15,5,-1]};[1,2,3,4,5,6,7,15,5,6,7,15,5,-1]};[1,2,3,4,5,6,7,15,5,-1]};[1,2,3,4,5,6,7,15,5,-1]};[1,2,3,4,5,6,7,15,5,-1]};[1,2,3,4,5,6,7,15,5,-1]};[1,2,3,4,5,6,7,15,5,-1]};[1,2,3,4,5,6,7,15,5,-1]}
generations#;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0
difftime;0;1;1;0;1;0;0;1;0;1;1;1;2;0;1;0;1;0;1;1;1;0;1;1;1;1;0;0;1;0;1;1;1;1;1;1;1;3;1;1;1;1;1;1;1;1;1;1;1;1
"[(10,11,""then""),(-1,-1,""exit"")]";[1,2,3,4,5,6,7,8,9,10,11,12,5,-1]};[1,2,3,4,5,6,7,8,9,10,11,12,5,-1]};[1,2,3,4,5,6,7,8,9,10,11,12,5,-1]};[1,2,3,4,5,6,7,15,5,6,7,8,9,10,11,12,5,-1]};[1,2,3,4,5,6,7,8,9,10,11,12,5,-1]};[1,2,3,4,5,6,7,15,5,6,7,15,5,6,7,15,5,6,7,15,5,6,7,8,9,10,11,12,5,-1]};[1,2,3,4,5,6,7,8,9,10,11,12,5,-1]};[1,2,3,4,5,6,7,8,9,10,11,12,5,-1]};[1,2,3,4,5,6,7,8,9,10,11,12,5,-1]};[1,2,3,4,5,6,7,8,9,10,11,12,5,-1]};[1,2,3,4,5,6,7,8,9,10,11,12,5,-1]};[1,2,3,4,5,6,7,15,5,6,7,8,9,10,11,12,5,-1]};[1,2,3,4,5,6,7,8,9,10,11,12,5,-1]};[1,2,3,4,5,6,7,8,9,10,11,12,5,-1]};[1,2,3,4,5,6,7,8,9,10,11,12,5,-1]};[1,2,3,4,5,6,7,8,9,10,11,12,5,-1]};[1,2,3,4,5,6,7,15,5,-1]};[1,2,3,4,5,6,7,8,9,10,11,12,5,-1]};[1,2,3,4,5,6,7,15,5,6,7,15,5,-1]};[1,2,3,4,5,6,7,15,5,6,7,15,5,6,7,8,9,10,11,12,5,-1]};[1,2,3,4,5,6,7,8,9,10,11,12,5,-1]};[1,2,3,4,5,6,7,8,9,10,11,12,5,-1]};[1,2,3,4,5,6,7,8,9,10,11,12,5,-1]};[1,2,3,4,5,6,7,8,9,10,11,12,5,-1]};[1,2,3,4,5,6,7,8,9,10,11,12,5,-1]};[1,2,3,4,5,6,7,15,5,6,7,15,5,6,7,8,9,10,11,12,5,-1]};[1,2,3,4,5,6,7,8,9,10,11,12,5,-1]};[1,2,3,4,5,6,7,8,9,10,11,12,5,-1]};[1,2,3,4,5,6,7,8,9,10,11,12,5,-1]};[1,2,3,4,5,6,7,8,9,10,11,12,5,-1]};[1,2,3,4,5,6,7,15,5,6,7,15,5,6,7,15,5,6,7,15,5,-1]};[1,2,3,4,5,6,7,8,9,10,11,12,5,-1]};[1,2,3,4,5,6,7,8,9,10,11,12,5,-1]};[1,2,3,4,5,6,7,8,9,10,11,12,5,-1]};[1,2,3,4,5,6,7,8,9,10,11,12,5,-1]};[1,2,3,4,5,6,7,15,5,6,7,15,5,6,7,15,5,-1]};[1,2,3,4,5,6,7,8,9,10,11,12,5,-1]};[1,2,3,4,5,6,7,8,9,10,11,12,5,-1]};[1,2,3,4,5,6,7,15,5,6,7,15,5,-1]};[1,2,3,4,5,6,7,8,9,10,11,12,5,-1]};[1,2,3,4,5,6,7,8,9,10,11,12,5,-1]};[1,2,3,4,5,6,7,8,9,10,11,12,5,-1]};[1,2,3,4,5,6,7,8,9,10,11,12,5,-1]};[1,2,3,4,5,6,7,15,5,6,7,15,5,6,7,15,5,6,7,15,5,6,7,8,9,10,11,12,5,-1]};[1,2,3,4,5,6,7,15,5,6,7,8,9,10,11,12,5,-1]};[1,2,3,4,5,6,7,15,5,6,7,15,5,6,7,15,5,6,7,15,5,6,7,15,5,6,7,15,5,6,7,15,5,6,7,15,5,6,7,15,5,6,7,15,5,6,7,15,5,-1]};[1,2,3,4,5,6,7,8,9,10,11,12,5,-1]};[1,2,3,4,5,6,7,8,9,10,11,12,5,-1]};[1,2,3,4,5,6,7,8,9,10,11,12,5,-1]};[1,2,3,4,5,6,7,8,9,10,11,12,5,-1]}
