brunch;1;2;3;4;5;6;7;8;9;10
"(2,3,""inFor"")";(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0)
generations#;55;21;51;61;76;89;20;26;18;21
difftime;47;17;43;59;72;78;19;23;15;18
"(4,5,""inFor"")";(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0)
generations#;5;60;83;42;53;22;7;40;24;17
difftime;5;53;79;39;48;20;8;34;19;14
