brunch;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50
"[(3,4,""inFor""),(-1,-1,""exit"")]";[1,2,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,-1]};[1,2,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,-1]};[1,2,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,-1]};[1,2,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,-1]};[1,2,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,-1]};[1,2,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,-1]};[1,2,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,-1]};[1,2,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,-1]};[1,2,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,-1]};[1,2,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,-1]};[1,2,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,-1]};[1,2,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,-1]};[1,2,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,-1]};[1,2,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,-1]};[1,2,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,-1]};[1,2,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,-1]};[1,2,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,-1]};[1,2,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,-1]};[1,2,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,-1]};[1,2,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,-1]};[1,2,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,-1]};[1,2,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,-1]};[1,2,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,-1]};[1,2,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,-1]};[1,2,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,-1]};[1,2,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,-1]};[1,2,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,-1]};[1,2,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,-1]};[1,2,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,-1]};[1,2,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,-1]};[1,2,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,-1]};[1,2,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,-1]};[1,2,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,-1]};[1,2,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,-1]};[1,2,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,-1]};[1,2,3,4,5,6,7,8,9,10,11,12,13,3,4,5,15,3,-1]};[1,2,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,-1]};[1,2,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,-1]};[1,2,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,-1]};[1,2,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,-1]};[1,2,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,-1]};[1,2,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,-1]};[1,2,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,-1]};[1,2,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,-1]};[1,2,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,-1]};[1,2,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,-1]};[1,2,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,-1]};[1,2,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,-1]};[1,2,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,-1]};[1,2,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,-1]}
generations#;5;1;8;2;1;20;24;4;18;31;5;1;1;25;2;23;6;1;2;8;1;1;7;1;30;2;1;2;11;1;7;19;1;8;3;1;2;21;2;1;6;1;29;11;2;26;5;4;2;1
difftime;5;1;5;3;2;13;17;3;13;22;4;1;2;20;2;16;5;1;2;6;2;2;6;1;23;2;2;2;9;1;6;13;2;6;2;1;2;14;2;2;5;1;22;7;2;19;4;4;3;2
"[(5,6,""then""),(-1,-1,""exit"")]";[1,2,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,-1]};[1,2,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,-1]};[1,2,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,-1]};[1,2,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,-1]};[1,2,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,-1]};[1,2,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,-1]};[1,2,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,-1]};[1,2,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,-1]};[1,2,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,-1]};[1,2,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,-1]};[1,2,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,-1]};[1,2,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,-1]};[1,2,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,-1]};[1,2,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,-1]};[1,2,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,-1]};[1,2,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,-1]};[1,2,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,-1]};[1,2,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,-1]};[1,2,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,-1]};[1,2,3,4,5,6,7,8,9,10,11,12,13,3,4,5,15,3,-1]};[1,2,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,-1]};[1,2,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,-1]};[1,2,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,-1]};[1,2,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,-1]};[1,2,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,-1]};[1,2,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,-1]};[1,2,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,-1]};[1,2,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,-1]};[1,2,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,-1]};[1,2,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,-1]};[1,2,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,-1]};[1,2,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,-1]};[1,2,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,-1]};[1,2,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,-1]};[1,2,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,-1]};[1,2,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,-1]};[1,2,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,-1]};[1,2,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,-1]};[1,2,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,-1]};[1,2,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,-1]};[1,2,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,-1]};[1,2,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,-1]};[1,2,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,-1]};[1,2,3,4,5,6,7,8,9,10,11,12,13,3,4,5,15,3,-1]};[1,2,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,-1]};[1,2,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,-1]};[1,2,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,-1]};[1,2,3,4,5,6,7,8,9,10,11,12,13,3,4,5,15,3,-1]};[1,2,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,-1]};[1,2,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,4,5,6,7,8,9,14,3,-1]}
generations#;15;13;2;2;27;30;5;1;4;1;7;2;17;21;2;2;1;5;1;6;1;10;9;7;31;3;12;13;66;3;8;12;9;1;1;95;20;1;1;19;6;1;16;15;65;4;7;14;34;6
difftime;12;9;2;2;21;22;4;2;4;1;6;2;12;16;2;2;2;5;1;5;1;8;5;6;22;3;9;10;49;3;6;8;6;1;1;68;14;2;1;13;5;2;11;11;48;3;6;10;25;4
"[(5,15,""else""),(-1,-1,""exit"")]";[1,2,3,4,5,6,7,8,9,10,11,12,13,3,4,5,15,3,-1]};[1,2,3,4,5,6,7,8,9,10,11,12,13,3,4,5,15,3,-1]};[1,2,3,4,5,6,7,8,9,10,11,12,13,3,4,5,15,3,-1]};[1,2,3,4,5,6,7,8,9,10,11,12,13,3,4,5,15,3,-1]};[1,2,3,4,5,6,7,8,9,10,11,12,13,3,4,5,15,3,-1]};[1,2,3,4,5,6,7,8,9,10,11,12,13,3,4,5,15,3,-1]};[1,2,3,4,5,6,7,8,9,10,11,12,13,3,4,5,15,3,-1]};[1,2,3,4,5,6,7,8,9,10,11,12,13,3,4,5,15,3,-1]};[1,2,3,4,5,6,7,8,9,10,11,12,13,3,4,5,15,3,-1]};[1,2,3,4,5,6,7,8,9,10,11,12,13,3,4,5,15,3,-1]};[1,2,3,4,5,6,7,8,9,10,11,12,13,3,4,5,15,3,-1]};[1,2,3,4,5,6,7,8,9,10,11,12,13,3,4,5,15,3,-1]};[1,2,3,4,5,6,7,8,9,10,11,12,13,3,4,5,15,3,-1]};[1,2,3,4,5,6,7,8,9,10,11,12,13,3,4,5,15,3,-1]};[1,2,3,4,5,6,7,8,9,10,11,12,13,3,4,5,15,3,-1]};[1,2,3,4,5,6,7,8,9,10,11,12,13,3,4,5,15,3,-1]};[1,2,3,4,5,6,7,8,9,10,11,12,13,3,4,5,15,3,-1]};[1,2,3,4,5,6,7,8,9,10,11,12,13,3,4,5,15,3,-1]};[1,2,3,4,5,6,7,8,9,10,11,12,13,3,4,5,15,3,-1]};[1,2,3,4,5,6,7,8,9,10,11,12,13,3,4,5,15,3,-1]};[1,2,3,4,5,6,7,8,9,10,11,12,13,3,4,5,15,3,-1]};[1,2,3,4,5,6,7,8,9,10,11,12,13,3,4,5,15,3,-1]};[1,2,3,4,5,6,7,8,9,10,11,12,13,3,4,5,15,3,-1]};[1,2,3,4,5,6,7,8,9,10,11,12,13,3,4,5,15,3,-1]};[1,2,3,4,5,6,7,8,9,10,11,12,13,3,4,5,15,3,-1]};[1,2,3,4,5,6,7,8,9,10,11,12,13,3,4,5,15,3,-1]};[1,2,3,4,5,6,7,8,9,10,11,12,13,3,4,5,15,3,-1]};[1,2,3,4,5,6,7,8,9,10,11,12,13,3,4,5,15,3,-1]};[1,2,3,4,5,6,7,8,9,10,11,12,13,3,4,5,15,3,-1]};[1,2,3,4,5,6,7,8,9,10,11,12,13,3,4,5,15,3,-1]};[1,2,3,4,5,6,7,8,9,10,11,12,13,3,4,5,15,3,-1]};[1,2,3,4,5,6,7,8,9,10,11,12,13,3,4,5,15,3,-1]};[1,2,3,4,5,6,7,8,9,10,11,12,13,3,4,5,15,3,-1]};[1,2,3,4,5,6,7,8,9,10,11,12,13,3,4,5,15,3,-1]};[1,2,3,4,5,6,7,8,9,10,11,12,13,3,4,5,15,3,-1]};[1,2,3,4,5,6,7,8,9,10,11,12,13,3,4,5,15,3,-1]};[1,2,3,4,5,6,7,8,9,10,11,12,13,3,4,5,15,3,-1]};[1,2,3,4,5,6,7,8,9,10,11,12,13,3,4,5,15,3,-1]};[1,2,3,4,5,6,7,8,9,10,11,12,13,3,4,5,15,3,-1]};[1,2,3,4,5,6,7,8,9,10,11,12,13,3,4,5,15,3,-1]};[1,2,3,4,5,6,7,8,9,10,11,12,13,3,4,5,15,3,-1]};[1,2,3,4,5,6,7,8,9,10,11,12,13,3,4,5,15,3,-1]};[1,2,3,4,5,6,7,8,9,10,11,12,13,3,4,5,15,3,-1]};[1,2,3,4,5,6,7,8,9,10,11,12,13,3,4,5,15,3,-1]};[1,2,3,4,5,6,7,8,9,10,11,12,13,3,4,5,15,3,-1]};[1,2,3,4,5,6,7,8,9,10,11,12,13,3,4,5,15,3,-1]};[1,2,3,4,5,6,7,8,9,10,11,12,13,3,4,5,15,3,-1]};[1,2,3,4,5,6,7,8,9,10,11,12,13,3,4,5,15,3,-1]};[1,2,3,4,5,6,7,8,9,10,11,12,13,3,4,5,15,3,-1]};[1,2,3,4,5,6,7,8,9,10,11,12,13,3,4,5,15,3,-1]}
generations#;16;50;21;18;28;32;25;22;97;32;57;4;43;15;28;6;11;28;19;38;51;89;94;33;14;22;36;12;23;23;22;18;38;35;21;19;22;22;10;39;5;27;17;54;89;7;10;37;23;5
difftime;17;53;17;15;23;28;20;18;99;27;51;3;33;12;23;6;9;24;14;33;47;83;85;34;11;21;35;10;20;20;22;13;35;31;17;15;19;17;8;37;4;23;15;49;82;7;10;32;23;4
"[(9,10,""then""),(-1,-1,""exit"")]";[1,2,3,4,5,6,7,8,9,10,11,12,13,3,4,5,15,3,-1]};[1,2,3,4,5,6,7,8,9,10,11,12,13,3,4,5,15,3,-1]};[1,2,3,4,5,6,7,8,9,10,11,12,13,3,4,5,15,3,-1]};[1,2,3,4,5,6,7,8,9,10,11,12,13,3,4,5,15,3,-1]};[1,2,3,4,5,6,7,8,9,10,11,12,13,3,4,5,15,3,-1]};[1,2,3,4,5,6,7,8,9,10,11,12,13,3,4,5,15,3,-1]};[1,2,3,4,5,6,7,8,9,10,11,12,13,3,4,5,15,3,-1]};[1,2,3,4,5,6,7,8,9,10,11,12,13,3,4,5,15,3,-1]};[1,2,3,4,5,6,7,8,9,10,11,12,13,3,4,5,15,3,-1]};[1,2,3,4,5,6,7,8,9,10,11,12,13,3,4,5,15,3,-1]};[1,2,3,4,5,6,7,8,9,10,11,12,13,3,4,5,15,3,-1]};[1,2,3,4,5,6,7,8,9,10,11,12,13,3,4,5,15,3,-1]};[1,2,3,4,5,6,7,8,9,10,11,12,13,3,4,5,15,3,-1]};[1,2,3,4,5,6,7,8,9,10,11,12,13,3,4,5,15,3,-1]};[1,2,3,4,5,6,7,8,9,10,11,12,13,3,4,5,15,3,-1]};[1,2,3,4,5,6,7,8,9,10,11,12,13,3,4,5,15,3,-1]};[1,2,3,4,5,6,7,8,9,10,11,12,13,3,4,5,15,3,-1]};[1,2,3,4,5,6,7,8,9,10,11,12,13,3,4,5,15,3,-1]};[1,2,3,4,5,6,7,8,9,10,11,12,13,3,4,5,15,3,-1]};[1,2,3,4,5,6,7,8,9,10,11,12,13,3,4,5,15,3,-1]};[1,2,3,4,5,6,7,8,9,10,11,12,13,3,4,5,15,3,-1]};[1,2,3,4,5,6,7,8,9,10,11,12,13,3,4,5,15,3,-1]};[1,2,3,4,5,6,7,8,9,10,11,12,13,3,4,5,15,3,-1]};[1,2,3,4,5,6,7,8,9,10,11,12,13,3,4,5,15,3,-1]};[1,2,3,4,5,6,7,8,9,10,11,12,13,3,4,5,15,3,-1]};[1,2,3,4,5,6,7,8,9,10,11,12,13,3,4,5,15,3,-1]};[1,2,3,4,5,6,7,8,9,10,11,12,13,3,4,5,15,3,-1]};[1,2,3,4,5,6,7,8,9,10,11,12,13,3,4,5,15,3,-1]};[1,2,3,4,5,6,7,8,9,10,11,12,13,3,4,5,15,3,-1]};[1,2,3,4,5,6,7,8,9,10,11,12,13,3,4,5,15,3,-1]};[1,2,3,4,5,6,7,8,9,10,11,12,13,3,4,5,15,3,-1]};[1,2,3,4,5,6,7,8,9,10,11,12,13,3,4,5,15,3,-1]};[1,2,3,4,5,6,7,8,9,10,11,12,13,3,4,5,15,3,-1]};[1,2,3,4,5,6,7,8,9,10,11,12,13,3,4,5,15,3,-1]};[1,2,3,4,5,6,7,8,9,10,11,12,13,3,4,5,15,3,-1]};[1,2,3,4,5,6,7,8,9,10,11,12,13,3,4,5,15,3,-1]};[1,2,3,4,5,6,7,8,9,10,11,12,13,3,4,5,15,3,-1]};[1,2,3,4,5,6,7,8,9,10,11,12,13,3,4,5,15,3,-1]};[1,2,3,4,5,6,7,8,9,10,11,12,13,3,4,5,15,3,-1]};[1,2,3,4,5,6,7,8,9,10,11,12,13,3,4,5,15,3,-1]};[1,2,3,4,5,6,7,8,9,10,11,12,13,3,4,5,15,3,-1]};[1,2,3,4,5,6,7,8,9,10,11,12,13,3,4,5,15,3,-1]};[1,2,3,4,5,6,7,8,9,10,11,12,13,3,4,5,15,3,-1]};[1,2,3,4,5,6,7,8,9,10,11,12,13,3,4,5,15,3,-1]};[1,2,3,4,5,6,7,8,9,10,11,12,13,3,4,5,15,3,-1]};[1,2,3,4,5,6,7,8,9,10,11,12,13,3,4,5,15,3,-1]};[1,2,3,4,5,6,7,8,9,10,11,12,13,3,4,5,15,3,-1]};[1,2,3,4,5,6,7,8,9,10,11,12,13,3,4,5,15,3,-1]};[1,2,3,4,5,6,7,8,9,10,11,12,13,3,4,5,15,3,-1]};[1,2,3,4,5,6,7,8,9,10,11,12,13,3,4,5,15,3,-1]}
