brunch;1;2;3;4;5;6;7;8;9;10
"(2,3,""inFor"")";(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0)
generations#;6;6;6;6;6;6;6;6;6;6
difftime;6;6;7;6;6;7;6;6;6;6
"(4,5,""then"")";(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0)
generations#;6;6;6;6;6;6;6;6;6;6
difftime;7;7;7;7;7;6;6;6;6;6
"(4,7,""else"")";(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0)
generations#;6;6;6;6;6;6;6;6;6;6
difftime;7;7;7;7;6;7;7;7;6;6
