brunch;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50
"(21,22,""then"")";(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,6.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,6.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,6.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,6.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,6.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0)
generations#;9;8;29;5;2;9;15;9;75;28;199;11;17;13;9;36;9;13;5;47;96;14;199;14;16;26;7;16;199;11;5;199;7;42;10;7;16;18;40;31;24;62;12;7;14;199;27;14;10;7
difftime;11;10;32;8;4;11;18;11;88;32;231;13;21;16;10;44;11;15;7;54;104;17;230;17;20;32;9;18;232;14;7;224;9;45;12;10;19;24;47;24;19;48;9;6;11;154;23;11;9;6
"(21,25,""else"")";(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0)
generations#;5;11;1;5;1;1;7;6;4;59;2;8;5;10;7;5;6;5;7;7;1;4;9;9;4;5;9;25;7;10;4;14;16;5;4;6;7;5;6;29;4;5;4;9;26;5;4;4;5;6
difftime;7;13;3;7;3;3;8;8;5;70;4;10;6;12;11;6;7;7;9;10;3;6;11;11;6;7;11;27;8;12;6;17;18;7;6;8;9;7;8;21;4;5;4;8;19;5;4;4;4;5
"(29,30,""then"")";(0.0,0.0,0);(1.375,0.0,0);(0.0,7.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(1.25,0.0,0);(0.0,0.0,0);(1.25,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(1.25,0.0,0);(1.4,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(1.4285714285714286,0.0,0);(1.4,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(1.4,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(1.25,0.0,0);(1.25,0.0,0);(0.0,0.0,0);(1.4285714285714286,0.0,0);(1.3333333333333333,0.0,0);(1.4,0.0,0);(0.0,0.0,0);(1.3333333333333333,0.0,0);(0.0,0.0,0);(1.25,0.0,0);(0.0,0.0,0);(0.0,7.0,0);(0.0,0.0,0);(0.0,0.0,0);(1.4285714285714286,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(1.3333333333333333,6.0,0);(0.0,0.0,0);(0.0,0.0,0)
generations#;89;199;199;24;72;55;199;20;199;9;56;199;199;48;31;81;199;199;164;13;15;9;72;70;16;167;199;180;23;51;199;199;20;199;199;199;19;199;16;199;62;199;123;55;199;20;67;199;17;30
difftime;96;195;209;30;79;59;202;24;222;12;58;222;204;51;34;99;207;249;169;16;17;12;81;76;20;183;204;182;26;60;219;215;23;247;213;195;22;235;18;127;47;156;88;43;156;16;51;153;13;24
"(29,37,""else"")";(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0)
generations#;2;4;1;2;1;7;4;5;1;2;1;1;4;4;1;2;5;4;2;2;4;2;1;6;5;2;1;4;1;4;1;4;4;4;1;1;5;2;1;2;1;4;2;5;2;2;1;1;1;1
difftime;4;6;3;5;3;9;6;6;3;5;3;3;6;6;3;4;7;6;4;3;6;4;2;8;7;4;3;6;3;6;2;7;6;6;2;3;7;4;3;3;2;4;3;5;2;3;2;2;2;2
"(38,39,""then"")";(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(1.3333333333333333,0.0,0);(0.0,0.0,0);(1.25,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(1.25,0.0,0);(0.0,0.0,0);(1.25,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(1.25,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(1.25,0.0,0);(0.0,7.0,0);(1.25,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(1.4736842105263157,0.0,0);(0.0,0.0,0);(1.4736842105263157,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(1.25,0.0,0);(0.0,7.0,0);(1.25,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,7.0,0);(1.4736842105263157,0.0,0);(1.375,0.0,0);(0.0,0.0,0);(1.4736842105263157,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(1.25,0.0,0);(0.0,0.0,0)
generations#;53;5;46;199;24;199;83;59;199;27;199;46;23;33;16;11;61;44;53;31;199;5;55;199;199;199;5;160;199;49;199;85;199;15;199;199;199;16;80;88;199;199;199;18;199;21;35;14;199;28
difftime;63;8;49;196;29;223;102;61;203;28;200;53;26;35;19;14;67;52;56;32;190;8;58;203;221;206;7;173;213;54;222;100;205;17;215;207;220;21;84;61;137;133;140;14;144;16;27;10;126;23
"(38,46,""else"")";(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0)
generations#;4;4;4;1;4;2;2;4;4;1;1;1;4;1;4;4;1;2;4;1;2;1;2;4;2;4;4;2;4;4;2;4;2;1;2;4;2;2;2;4;5;1;4;4;4;1;2;2;2;4
difftime;6;5;6;3;6;4;4;6;6;3;3;3;5;3;6;7;3;4;6;3;5;3;4;7;5;6;6;3;7;6;5;6;3;4;5;6;5;4;5;4;4;1;4;4;4;2;3;3;3;4
"(47,48,""then"")";(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(1.4,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(1.375,0.0,0);(1.25,0.0,0);(1.375,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(1.4375,0.0,0);(1.3333333333333333,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(1.25,0.0,0);(1.375,0.0,0);(0.0,0.0,0);(0.0,7.0,0);(0.0,0.0,0);(1.4375,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(1.25,0.0,0);(1.375,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(1.4375,0.0,0);(1.3333333333333333,0.0,0);(0.0,0.0,0);(1.4375,6.0,0);(1.25,6.0,0);(0.0,0.0,0);(0.0,0.0,0);(1.25,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(1.4375,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(1.4375,6.0,0);(0.0,0.0,0)
generations#;109;25;36;53;151;36;199;117;6;199;199;199;10;56;32;20;199;199;9;163;38;199;199;16;199;50;199;16;79;199;199;28;7;30;199;199;7;199;199;44;12;199;20;51;199;92;102;23;199;41
difftime;110;30;36;54;155;44;203;114;9;230;218;203;13;63;36;24;220;194;12;158;38;217;188;20;202;52;200;18;83;244;196;34;10;33;242;230;10;241;244;31;10;130;16;35;143;62;74;18;174;30
"(47,55,""else"")";(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0)
generations#;4;2;2;1;4;4;1;5;2;2;1;4;2;4;1;1;4;1;2;1;1;2;2;1;2;2;1;4;2;2;2;1;1;4;1;4;5;1;1;4;2;2;1;1;2;1;4;4;2;1
difftime;5;4;4;4;6;6;3;7;4;4;3;6;4;6;4;3;6;4;4;3;3;4;4;3;3;4;3;6;4;4;5;3;3;6;3;6;7;3;3;5;2;2;2;2;3;2;4;4;3;2
"(56,57,""then"")";(0.0,0.0,0);(1.3333333333333333,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(1.25,6.0,0);(1.25,0.0,0);(1.25,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(1.25,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(1.25,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(1.25,0.0,0);(0.0,0.0,0);(1.25,0.0,0);(0.0,7.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(1.4,0.0,0);(0.0,0.0,0)
generations#;27;199;75;25;6;17;199;199;199;59;17;88;51;61;45;199;19;16;41;22;13;45;59;44;9;53;5;14;16;17;31;199;16;51;40;20;199;13;199;199;15;16;2;21;19;31;11;7;199;12
difftime;30;196;86;27;8;20;255;203;235;71;20;95;60;62;59;221;21;19;50;23;16;46;68;52;13;62;7;17;20;21;33;243;18;63;42;26;205;16;222;134;13;13;3;16;15;26;10;6;142;10
"(56,64,""else"")";(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0)
generations#;4;1;1;2;1;1;1;4;4;4;5;1;1;4;2;1;2;2;4;2;2;2;1;1;2;2;1;1;2;4;1;2;4;4;4;5;1;2;5;4;2;2;5;1;6;4;2;1;4;1
difftime;6;3;3;4;4;4;2;6;5;6;7;3;3;6;4;3;4;5;6;4;4;4;2;3;4;4;3;4;4;5;3;4;7;6;6;7;4;4;7;4;3;3;5;2;5;4;2;2;5;2
"(69,70,""then"")";(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0)
generations#;1;2;2;4;1;5;2;4;1;2;4;2;4;4;4;2;1;4;4;4;2;13;1;4;4;2;1;4;5;2;1;1;4;2;4;3;2;4;1;6;4;2;2;2;4;1;4;4;1;2
difftime;3;4;5;7;3;8;5;6;4;4;7;4;6;6;7;5;3;6;6;7;4;18;4;6;7;4;4;6;8;4;4;3;6;5;7;6;4;7;3;6;5;3;3;3;5;2;5;5;2;3
