brunch;1;2;3;4;5;6;7;8;9;10
"(2,3,""inFor"")";(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0);(0.0,0.0,0)
generations#;5;5;5;5;5;5;5;5;5;5
difftime;6;5;6;6;6;6;5;6;5;6
